100000	0.044664
150000	0.051849
200000	0.071004
250000	0.086666
300000	0.105663
350000	0.124067
400000	0.144435
450000	0.162041
500000	0.184115
550000	0.201378
600000	0.220167
650000	0.238237
700000	0.261589
750000	0.278344
800000	0.297721
850000	0.318619
900000	0.340434
950000	0.360186
1000000	0.380994
